"Toyota Camry , 2020",,28500$,https://i.cars.kg/preview/r/1itn1sZKLSPvLcFDPV6Azg/1080x-/20220330/4c2717bee90891b008db769a40d18224.jpg
"Toyota Highlander , 2014",,28500$,https://i.cars.kg/preview/r/tdFGOQoylZDvWroAP0U6Ng/1080x-/20220330/c3650940c10363ce420170a92b166359.jpg
"Lexus NX , 2017",,35500$,https://i.cars.kg/preview/r/N7pxLTPHdWSTc1hkRuD8dw/1080x-/20220330/975c63e888afefc3f84b4fe5b020ab62.jpg
"Lexus RX , 2016",,48000$,https://i.cars.kg/preview/r/bWdwf_uQGDZpmUPEzNhD8Q/1080x-/20220330/05580dcee8c4fbc298d4118a975979ac.jpg
"Honda Accord 7 поколение Седан , 2003",207000 км,6800$,https://i.cars.kg/preview/r/9_7g_MYv5CaO5ZAdW_uFPw/1080x-/20220330/47c19ee10e4e5dc2a36da13f14ad36f8.jpg
"Toyota Camry , 2003",,6900$,https://i.cars.kg/preview/r/fKytUrMSmnOWKKraFOfNRQ/1080x-/20220330/8541f228083a21bfd41c993dfcc9117a.jpg
"Honda Accord 9 поколение Седан , 2012",10080 км,200$,https://i.cars.kg/preview/r/LzIbrEy4T4bexPf1Ckhe7w/1080x-/20220330/a0016009c358234d66e0eaa7933ad6e1.jpeg
"Mazda Demio 2 поколение Хетчбэк , 2004",298000 км,2910$,https://i.cars.kg/preview/r/wGgvYygIhv_H7k53wjKGGQ/1080x-/20220330/c3560c401de4bc297ea387e3dc382387.jpg
"Subaru Legacy 3 поколение Универсал , 2002",3000000 км,5500$,https://i.cars.kg/preview/r/xCqYZqMfB3GWDFbW-R7hsA/1080x-/20220330/373a236085454b78583ae1c009796f4f.jpg
"Toyota Corolla E160 Седан , 2013",108000 км,14700$,https://i.cars.kg/preview/r/Ld7LD62C_Mpv26ccp70Ehw/1080x-/20220330/36fe570fe0b8632f75ec65ef119d193b.jpg
"Lexus GX 1 поколение Внедорожник , 2005",187000 км,19500$,https://i.cars.kg/preview/r/LHNFK7YNLDqPyItJeR3I8g/1080x-/20220330/a17dbffb23e4084ddab9c6ad86b1851f.jpeg
"Mazda Demio 1 поколение [рестайлинг] Хетчбэк , 2020",,3213$,https://i.cars.kg/preview/r/DcyKfum7ubnVwfSPR7c6mQ/1080x-/20220330/a1d902c0fba40b8d5ec4eea353d44b62.jpg
"Toyota Yaris P1 [рестайлинг] Хетчбэк 5-дв. , 2003",111111 км,5500$,Картины нет
"Toyota Mark X 1 поколение Седан , 2004",,6500$,https://i.cars.kg/preview/r/z0kwAsXkjwAtJWBLF31qzA/1080x-/20220329/7e95a20a022c965703943dfefb441872.jpg
"BMW X5 E53 [рестайлинг] Кроссовер , 2004",310 км,10500$,https://i.cars.kg/preview/r/_-Owhe9-vgz0swQrmMrtLg/1080x-/20220329/6946f324e03adba1f712ec79a88d94ed.webp
"Mercedes-Benz S-Класс W221 Седан , 2008",200000 км,13500$,Картины нет
"BMW X6 E71/E72 Sports Activity Coupe кроссовер , 2008",156000 км,15300$,https://i.cars.kg/preview/r/fTcKWVfT8zWvQt70OGzc6Q/1080x-/20220329/bcb455ee085081bb0ebbea14265fdecb.jpg
"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2017",148000 км,23500$,https://i.cars.kg/preview/r/qscGp6VaUyxIxQXQdus61Q/1080x-/20220329/b5478d0919b3f718b12cc9f0006a1769.jpg
"Lexus LX 2 поколение Внедорожник , 2004",,18500$,https://i.cars.kg/preview/r/4bQyKwWbb7JCv7mi7WQOOA/1080x-/20220329/49c2a136fdd40bad80903c8584cacc5e.jpeg
"Honda Pilot 1 поколение Кроссовер , 2003",131000 км,8850$,https://i.cars.kg/preview/r/-28FmuBJOZyk0pLNNIjMsg/1080x-/20220329/02b217a0d9c78b6b68ec6fc8c9469dae.jpg
"Lexus RX 3 поколение [рестайлинг] Кроссовер 5-дв. , 2013",120000 км,29500$,https://i.cars.kg/preview/r/gZpEbSSfhLBE8KdueHZxIg/1080x-/20220329/a41c5b7d542f0357e9c39b1bd46631bf.jpg
"Honda Fit 1 поколение Хетчбэк , 2008",150 км,5800$,https://i.cars.kg/preview/r/ystcGCNbewz6DIDUBhtsCg/1080x-/20220329/a28c46b503e2333490c3c3088466b392.jpg
"Lexus RX 2 поколение [рестайлинг] Кроссовер , 2006",300 км,14000$,https://i.cars.kg/preview/r/C1FvpdPEItFmG_54k_uEfA/1080x-/20220329/c77355a6c91354601ce733d2f00c5957.jpg
"Toyota Prius 3 поколение [рестайлинг] Хетчбэк , 2015",115 км,13500$,https://i.cars.kg/preview/r/ZQD-TR1hOLx-rhk3mOhbjQ/1080x-/20220329/4349cef0b4d783885504dd25047eaf5f.jpg
"Peugeot 308 T7 Хетчбэк 5-дв. , 2008",104000 км,4500$,https://i.cars.kg/preview/r/GQVmRtoScHxV95JdIKpl9Q/1080x-/20220329/cd264fd861a0a5ad3423054623b7add6.jpg
"Audi Q7 4L [рестайлинг] Кроссовер , 2013",,30000$,https://i.cars.kg/preview/r/QwTw7Nw2esn8-cn5H3vyGA/1080x-/20220329/808e53ee99800dd6ea7c259b0f110340.png
"Toyota Camry XV40 [рестайлинг] Седан 4-дв. , 2009",134000 км,9863$,https://i.cars.kg/preview/r/81tVp72ks2kvi3Gj_ek5lQ/1080x-/20220329/01883fc405e2ec80e538c3d5abbe9308.jpeg
"Volkswagen Touareg 1 поколение Кроссовер , 2004",250000 км,7000$,Картины нет
"Toyota Kluger XU20 Внедорожник , 2002",170000 км,9500$,https://i.cars.kg/preview/r/OwC3WnSfFZISKB1b7biqEw/1080x-/20220329/d621197b5ed22c422eafdf5e5c728c94.webp
"Toyota Avensis 2 поколение Седан , 2004",265 км,5700$,https://i.cars.kg/preview/r/VGrvMGOmpeWfGN1doOOXkg/1080x-/20220329/25c47c650babda6d113662a75070617a.jpeg
"Jeep Grand Cherokee , 2007",3333 км,10000$,https://i.cars.kg/preview/r/xefO16I9jyEr9Ci930-9hg/1080x-/20220329/99b10e01d140a5b37ee4ee99c6ed0269.jpg
"Jeep Grand Cherokee , 2007",3333 км,10000$,https://i.cars.kg/preview/r/xefO16I9jyEr9Ci930-9hg/1080x-/20220329/99b10e01d140a5b37ee4ee99c6ed0269.jpg
"Lexus ES 4 поколение Седан , 2002",220221 км,8000$,https://i.cars.kg/preview/r/9wrd5RgBXGDrziokKa3-lw/1080x-/20220328/fa1a20d944ef8ace43655499bd26bf4a.webp
"Lexus LX 2 поколение Внедорожник , 2003",163400 км,15999$,https://i.cars.kg/preview/r/DqwOx1103cPdXqwRfBDT5Q/1080x-/20220328/86969bc9e03d682d8a54537fe18e4ad5.webp
"Toyota Estima 2 поколение Минивэн , 2002",222222 км,6900$,https://i.cars.kg/preview/r/slQj_QwTsOJ6FzBo8zxZlQ/1080x-/20220328/cb490f67af9917d474d8ecd5a5a5e88d.jpg
"Mercedes-Benz S-Класс W221 Седан , 2007",250000 км,8000$,https://i.cars.kg/preview/r/w-f5vJerFGN2-uTJKnqDRw/1080x-/20220328/82dce78cd3539abbcb9127a7896cb68a.jpeg
"Honda Accord 6 поколение [рестайлинг] Euro R седан 4-дв. , 2002",1 км,7033$,https://i.cars.kg/preview/r/whRZp93oj4t8EMCua0JKyA/1080x-/20220328/be954de943e6035cf3a688bf01be13a8.jpg
"Toyota Kluger XU20 Внедорожник , 2002",196000 км,9000$,https://i.cars.kg/preview/r/LhGwhmc0A6F29TWnIEiTOw/1080x-/20220328/56b967113784dba536a4038968f7e412.jpg
"BMW X5 M E70 Кроссовер , 2010",,15000$,https://i.cars.kg/preview/r/qPZ9lTI-KgOPbP9oL-LuBw/1080x-/20220328/f67361c4928aa15482c91982b87293cc.jpg
"Honda Odyssey 1 поколение Минивэн , 1995",348000 км,3516$,https://i.cars.kg/preview/r/lUZ-MTJ5F4SiOlspKmyt5Q/1080x-/20220328/0f521086386b72c3f82028cabc0c1d24.jpg
"Toyota Camry XV50 Седан 4-дв. , 2014",162000 км,14500$,https://i.cars.kg/preview/r/D2LudritRfzQtTMmbkZawg/1080x-/20220328/d28e08f7b752470f3d162c39166cd11b.jpg
"Nissan Sentra B16 Седан , 2008",260000 км,6500$,https://i.cars.kg/preview/r/bGlxN8ASGHI0Fmc3E5rZ7w/1080x-/20220328/5bdbef21b5b17620676f1c23b31dc4e6.jpg
"BMW 5 серия E39 [рестайлинг] Седан , 2001",20000 км,7700$,https://i.cars.kg/preview/r/gaRbwXzNw_2y_6M0wNy50w/1080x-/20220328/126ebbceedc18a1e2cdd1269a1d1f162.jpg
"Subaru Outback 3 поколение Универсал , 2009",205 км,10200$,https://i.cars.kg/preview/r/suKdJsB3MJB6csG1OMVrBA/1080x-/20220328/3e4bfcf6f544c6d45b0e06a13488ddd8.webp
"Toyota Camry XV20 [рестайлинг] , 2000",270000 км,5700$,https://i.cars.kg/preview/r/N9KAjeOdTi35LHilbbEBtg/1080x-/20220328/37d7ac5352479a9610e4a90bc3d6dbe7.jpg
"Mercedes-Benz C-Класс W204/S204 Универсал 5-дв. , 2008",130000 км,10500$,https://i.cars.kg/preview/r/Hwit-SD2uOoNmJ4iTXpPSw/1080x-/20220328/6842b9d32b75258d29d5f0a8a623c51e.jpg
"Mazda Cronos 1 поколение Седан , 1992",,2425$,https://i.cars.kg/preview/r/P7k2e6hT_TuaKVfli8DH_A/1080x-/20220328/c878662014d947ab01b05bcc031c7a61.jpg
"Mercedes-Benz S-Класс W221 [рестайлинг] Седан 4-дв. , 2012",174000 км,15500$,https://i.cars.kg/preview/r/T4QKcqIPgz0SLayTNwdg1g/1080x-/20220328/ba90dd34b8fecee8083f2466be6f6045.jpeg
"Toyota Estima 3 поколение Минивэн 5-дв. , 2006",156000 км,13339$,https://i.cars.kg/preview/r/GFBFVQoGQH11uwGN_093Pw/1080x-/20220328/66364ee63fe09099c30319c9f259f584.jpg
"Subaru Forester , 2003",,5999$,https://i.cars.kg/preview/r/QY0cXIEEz9CCXR4aY0Zrlw/1080x-/20220328/7f4e0a0abd3b6c96362423387dddd30b.jpg
"Kia K5 , 2016",,13500$,https://i.cars.kg/preview/r/hDX-fD15WJ47O5mtQQ3Dqg/1080x-/20220328/ab990325a18f45880ff10efc8f52f28e.jpg
"Kia K5 , 2017",,13800$,https://i.cars.kg/preview/r/Y8C0VY0wdIAuf1v1Bu3t6Q/1080x-/20220328/33032c4ce947a265bb6e5ea3335559fa.jpg
"Toyota Land Cruiser J100 Внедорожник , 1998",280000 км,12800$,https://i.cars.kg/preview/r/EUfYsLoo2OEMY7QNN1G-VQ/1080x-/20220328/2faf92834e809b56aa81292e5473e962.jpg
"Honda Odyssey 1 поколение Минивэн , 1996",380000 км,3395$,https://i.cars.kg/preview/r/8dl3qziYDF_KRSAUkQyl4w/1080x-/20220328/a5c33c243529ea8144d1c61cfd9b17f3.jpg
"Volkswagen Vento 1 поколение Седан , 1992",1 км,1940$,Картины нет
"Volkswagen Vento 1 поколение Седан , 1992",1 км,1940$,Картины нет
"Volkswagen Vento 1 поколение Седан , 1992",1 км,1940$,Картины нет
"Toyota Camry XV50 [рестайлинг] Седан , 2014",125000 км,14000$,https://i.cars.kg/preview/r/H7q6FoNBxNW0mO93RNyo6w/1080x-/20220327/8d530b874f145d93ab13122e337932b3.jpg
"Toyota Hilux Surf 4 поколение Внедорожник , 2003",172000 км,14000$,https://i.cars.kg/preview/r/zPKM0Bpdsya0JTokCtAEPg/1080x-/20220327/d69a57da40ad59f6fa1af1bac39c72e9.jpg
"Toyota Highlander 2 поколение Кроссовер 5-дв. , 2009",251000 км,17777$,https://i.cars.kg/preview/r/jmi2livEJyh2cdqqmfHYyw/1080x-/20220327/4c9749655d03bbd45f754dea29dbf58e.jpg
"Kia Optima 4 поколение Седан 4-дв. , 2016",91000 км,16000$,https://i.cars.kg/preview/r/3pfl8ulBQeZM5n8MWtaKDA/1080x-/20220327/b6567a740e4305d47424c5ed83cfbfb2.webp
"Audi Allroad 4B/C5 Универсал , 2001",,6500$,https://i.cars.kg/preview/r/fRQ1LEAY0lwtB35kLT4ByA/1080x-/20220327/2590d03eec4ab7613b54aba078022bb1.jpg
"Lexus GX 1 поколение Внедорожник , 2005",187000 км,19500$,https://i.cars.kg/preview/r/iUFuSKEEUHDJsHR6nPpABQ/1080x-/20220327/51fe00971eb783413f4db4763a3978ae.jpg
"Lexus , 2017",150000 км,55000$,https://i.cars.kg/preview/r/KT5PdTo9RAB2DAUVSV-FYA/1080x-/20220327/1778d2590c38de37d3828854c7d0e569.jpg
"ВАЗ (Lada) 2107 1 поколение Седан , 2011",,2150$,https://i.cars.kg/preview/r/3BgME5IYog5BZGti2Tb6tQ/1080x-/20220327/7010c593eff1f893269ef6e4b77b06bf.jpg
"Toyota Land Cruiser J100 Внедорожник , 1998",258000 км,8800$,https://i.cars.kg/preview/r/waKk_QMeAXzzFMxdgGha-w/1080x-/20220327/79aef958406e30054505857e590233d6.jpeg
"Toyota Land Cruiser J200 [рестайлинг] 200 внедорожник , 2012",147000 км,36000$,https://i.cars.kg/preview/r/bQ7qrn4HJRGpDotJEDI4uQ/1080x-/20220327/30111643faddac876f8aac4c841b1793.jpg
"Toyota Highlander , 2003",,11000$,https://i.cars.kg/preview/r/kXwLYIcQ0h5-ITYZirAsyg/1080x-/20220327/c5bb5437afbd331796493087be4a1801.jpg
"Subaru Legacy 3 поколение Универсал , 2000",277 км,4600$,https://i.cars.kg/preview/r/jNenyFpBMVrQFzi2PHaUjA/1080x-/20220327/dc5b10393aee627f0942d4b94e4e3928.jpg
"Toyota Altezza XE10 Gita универсал , 2001",295000 км,5950$,https://i.cars.kg/preview/r/tWzo7VkQa3jyvVehm7XjAA/1080x-/20220329/0a100be11d6f347e7f6743f01be3f67e.jpg
"Mercedes-Benz E-Класс W124 [рестайлинг] Универсал , 1991",1 км,2667$,https://i.cars.kg/preview/r/K_v0ujGwfj0yKPxnsG4yJQ/1080x-/20220331/d17256e6232573b2214d2c206e9902c2.jpg
"Kia K5 1 поколение Седан , 2015",141000 км,13200$,https://i.cars.kg/preview/r/TeMmb6_-P5CJwKTbuj4OWQ/1080x-/20220318/9f20deb24e9ffadc55990b0be1139237.jpg
"Kia Sorento 3 поколение Prime кроссовер , 2016",117000 км,22900$,https://i.cars.kg/preview/r/8zVxHCAGr5IPH_1DVT9DPQ/1080x-/20220318/14ddd02af461381bb979356356f01719.jpg
"Toyota Highlander 2 поколение [рестайлинг] Кроссовер 5-дв. , 2013",Пробега нет,21900$,https://i.cars.kg/preview/r/oN3zneKGqknIvdTUhMSIHA/1080x-/20220323/2b1352239381a1f5c1c1b25bc67c7d8f.jpg
"Toyota Land Cruiser J200 [рестайлинг] 200 внедорожник , 2012",198000 км,39400$,https://i.cars.kg/preview/r/ANdq017pn4YnkJ2CbmN9eA/1080x-/20220323/8e29d2ae3ec4bf9f123817813e1ddf85.jpg
"Mercedes-Benz S-Класс W220 Седан , 2001",Пробега нет,6500$,https://i.cars.kg/preview/r/OGs1ZSZwbqBztx1_4J-gcQ/1080x-/20220323/75f6a81346edc7acce00fa87a35856e0.jpg
"Toyota Highlander 2 поколение [рестайлинг] Кроссовер 5-дв. , 2012",180000 км,23500$,https://i.cars.kg/preview/r/WDSj__ieSMFHm-Yu1cdDaQ/1080x-/20220330/c14d017059d1b93ee0d1c1bed83ebbaa.jpg
"Mercedes-Benz Sprinter W906 , 2000",Пробега нет,6669$,https://i.cars.kg/preview/r/mbt_VbQY2H7VOhWvX-7vLQ/1080x-/20220329/af60fe9711c49f3fe6b45f668cc58f52.jpg
"Toyota Vitz , 2003",225000 км,4800$,https://i.cars.kg/preview/r/OpDgIePlU3SXkx5DwVFg4Q/1080x-/20220317/6316dee2e94f1adc91bcd07de2484f08.jpg
"Toyota Prius 4 поколение Хетчбэк , 2016",154000 км,16150$,https://i.cars.kg/preview/r/8a9OPMVCw8D78uaYNqIebg/1080x-/20220202/54fa0e351b523dde08da8f26f33c3abd.jpg
"Toyota Prius V 1 поколение Минивэн , 2015",154000 км,15800$,https://i.cars.kg/preview/r/k4cZjJWLDXK4V3qMMcudMw/1080x-/20220217/e498ee91a40113f08fe3fa4e23e72041.jpg
"Toyota Highlander , 2021",1500 км,74000$,https://i.cars.kg/preview/r/p5gqPSAL4Vwk603FGURmKg/1080x-/20220329/fca0b17f57b6b5150ef4ece62dab5ae5.jpg
"Toyota Highlander , 2021",7500 км,71000$,https://i.cars.kg/preview/r/e_He4R-LQEuTr6hW0vCRTQ/1080x-/20220329/d2762d5ebe2b4536743416050866e1c9.jpg
"Lexus RX 2 поколение [рестайлинг] Кроссовер , 2007",192 км,14500$,https://i.cars.kg/preview/r/9sC2rC6F8x_CVg8NjdYUdA/1080x-/20220315/f0605ad3cf73c6e1ca43bb4929e5bb42.jpg
"Toyota Harrier 2 поколение Кроссовер 5-дв. , 2008",133000 км,14700$,https://i.cars.kg/preview/r/mB2cldSZZLXdIhNrWSfhXg/1080x-/20220331/261d4ebc47430b8269efe944c35d2265.jpg
"Toyota Harrier 2 поколение Кроссовер 5-дв. , 2005",140000 км,13500$,https://i.cars.kg/preview/r/kmpqLYUsv-2Mhp5L3Lx-WQ/1080x-/20220331/69c9f3c4db0efda23c358e314c766448.jpg
"Honda Odyssey 1 поколение Минивэн , 1995",300000 км,250000$,https://i.cars.kg/preview/r/4RKbB5jrpNEk_seTKLNuTQ/1080x-/20220331/c686ca3cd16921cf5197a733f2bfb950.jpg
"Honda Inspire 4 поколение Седан , 2003",Пробега нет,6912$,Картины нет
"Lexus LX , 2011",Пробега нет,38000$,https://i.cars.kg/preview/r/0NeCIPayvGlwtowqOnWuig/1080x-/20220331/0bfb96bdc08c0c79e7be5e943cdf23c4.jpg
"Lexus LX , 2011",Пробега нет,39000$,https://i.cars.kg/preview/r/QBjLaCU8VztJnyY1HYYBDg/1080x-/20220331/8a216ffcd54f1eca8cebc76068561c6a.jpg
